manga_name,manga_synonym,manga_japanese,manga_english,manga_type,manga_volume,manga_chapters,manga_status,manga_published,manga_genre,manga_theme,manga_demographic,manga_serialization,manga_author,manga_score,manga_ranked,manga_popularity,manga_members,manga_favorites
NHK ni Youkoso!,Welcome to the NHK!,NHKにようこそ!,Welcome to the N.H.K.,Manga,8,40,Finished,"Dec  26, 2003 to Apr  26, 2007","ComedyComedy,DramaDrama,RomanceRomance","Otaku CultureOtaku Culture,PsychologicalPsychological",ShounenShounen,Shounen Ace,"Ooiwa, Kenji(Art),Takimoto, Tatsuhiko(Story)","8.121(scored by2644026,440 users)1indicates aweighted score.",#57322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#290,"63,474","3,244"
God Child,"Nichiyoubi no Solomon Grundy, Hakushaku Cain Series",ゴッド チャイルド,Godchild,Manga,8,48,Finished,"May  2, 2001 to Oct  4, 2003","Boys LoveBoys Love,HorrorHorror,MysteryMystery,SupernaturalSupernatural",HistoricalHistorical,ShoujoShoujo,Hana to Yume,"Yuki, Kaori(Story & Art)","8.121(scored by73167,316 users)1indicates aweighted score.",#57422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1026,"21,101",915
Vagrant Soldier Ares,Ares: Drifter Mercenaries,떠돌이 용병 아레스,,Manhwa,26,207,Finished,2001 to  2007,"ActionAction,AdventureAdventure,DramaDrama",,,None,"Ryu, Geum Chel(Story & Art)","8.121(scored by62586,258 users)1indicates aweighted score.",#57522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1286,"17,378",510
NG Life,No Good Life,NGライフ,NG Life,Manga,9,54,Finished,"Feb  1, 2006 to Mar  5, 2009","ComedyComedy,DramaDrama,RomanceRomance,SupernaturalSupernatural","HistoricalHistorical,ReincarnationReincarnation",ShoujoShoujo,Hana to Yume,"Kusanagi, Mizuho(Story & Art)","8.121(scored by40994,099 users)1indicates aweighted score.",#57622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1895,"12,745",309
Beelzebub,Beelzebub Bangai-hen,べるぜバブ,,Manga,28,250,Finished,"Feb  23, 2009 to Mar  13, 2015","ActionAction,ComedyComedy,SupernaturalSupernatural","ChildcareChildcare,DelinquentsDelinquents,MythologyMythology,SchoolSchool",ShounenShounen,Shounen Jump (Weekly),"Tamura, Ryuuhei(Story & Art)","8.121(scored by6456764,567 users)1indicates aweighted score.",#57722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#126,"120,784","4,992"
Major,,MAJOR,,Manga,78,747,Finished,"Jul  13, 1994 to Jul  7, 2010","Award WinningAward Winning,ComedyComedy,DramaDrama,SportsSports",Team SportsTeam Sports,ShounenShounen,Shounen Sunday,"Mitsuda, Takuya(Story & Art)","8.121(scored by20922,092 users)1indicates aweighted score.",#57822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3071,"8,051",136
Amaama to Inazuma,,甘々と稲妻,Sweetness and Lightning,Manga,12,63,Finished,"Feb  7, 2013 to Dec  7, 2018","ComedyComedy,GourmetGourmet,Slice of LifeSlice of Life","ChildcareChildcare,IyashikeiIyashikei",SeinenSeinen,good! Afternoon,"Amagakure, Gido(Story & Art)","8.121(scored by76897,689 users)1indicates aweighted score.",#57922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#765,"27,541",467
Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,"ReZero Daisanshou: Truth of Zero, Re: Life in a Different World from Zero",Re：ゼロから始める異世界生活 第三章 Truth of Zero,"Re:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero",Manga,11,55,Finished,"May  27, 2015 to Sep  27, 2019","DramaDrama,FantasyFantasy,SuspenseSuspense","IsekaiIsekai,PsychologicalPsychological,Time TravelTime Travel",SeinenSeinen,Comic Alive,"Matsuse, Daichi(Art),Nagatsuki, Tappei(Story)","8.121(scored by40424,042 users)1indicates aweighted score.",#58022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1774,"13,510",148
Sabishisugite Lesbian Fuuzoku ni Ikimashita Report,The Private Report on My Lesbian Experience with Loneliness,さびしすぎてレズ風俗に行きましたレポ,My Lesbian Experience with Loneliness,Manga,1,6,Finished,"Jun  17, 2016",Slice of LifeSlice of Life,MemoirMemoir,,None,"Nagata, Kabi(Story & Art)","8.121(scored by3012130,121 users)1indicates aweighted score.",#58122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#325,"57,692","2,874"
Roxana,"Roxana: The Way to Protect the Female Lead's Older Brother, Roxana: Yeojuingong-ui Oppa-reul Jikineun Bangbeop",록사나 : 여주인공의 오빠를 지키는 방법,Roxana,Manhwa,Unknown,43,On Hiatus,"Jan  31, 2021 to Aug  29, 2022","DramaDrama,FantasyFantasy,RomanceRomance","PsychologicalPsychological,VillainessVillainess",,KakaoPage,"Kin(Story),Yeoreumbit(Art)","8.121(scored by52735,273 users)1indicates aweighted score.",#58222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1403,"16,143",313
Our Secret Alliance,Gajja Dongmaeng,가짜 동맹,Our Secret Alliance,Manhwa,5,75,Finished,"Jan  18, 2022 to May  30, 2023",RomanceRomance,,,Naver Webtoon,Kenyam(Story & Art),"8.121(scored by28352,835 users)1indicates aweighted score.",#58322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3368,"7,364",150
Super no Ura de Yani Suu Futari,"Super no Ura de Yani Suu Hanashi, A Story About Smoking at the Back of the Supermarket, YaniSuu",スーパーの裏でヤニ吸うふたり,Smoking Behind the Supermarket with You,Manga,Unknown,Unknown,Publishing,"Jul  25, 2022 to ?",RomanceRomance,"Adult CastAdult Cast,Love Status QuoLove Status Quo",SeinenSeinen,Big Gangan,Jinushi(Story & Art),"8.121(scored by1583815,838 users)1indicates aweighted score.",#58422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#319,"58,645","1,651"
Navillera: Like a Butterfly,,나빌레라,Navillera: Like a Butterfly,Manhwa,5,31,Finished,"Jul  26, 2016 to Oct  31, 2017",DramaDrama,Performing ArtsPerforming Arts,,Daum Webtoon,"Hun(Story),Jimin(Art)","8.121(scored by10131,013 users)1indicates aweighted score.",#58522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#4235,"5,835",67
Sasayaku You ni Koi wo Utau,Whispering You a Love Song,ささやくように恋を唄う,Whisper Me a Love Song,Manga,Unknown,Unknown,Publishing,"Feb  18, 2019 to ?",Girls LoveGirls Love,SchoolSchool,,Comic Yuri Hime,"Takeshima, Eku(Story & Art)","8.121(scored by1150411,504 users)1indicates aweighted score.",#58622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#474,"41,892","1,474"
Ao Haru Ride,"Blue Spring Ride, Aoharaido, Strobe Edge, Sono Omokage wo Shitteru",アオハライド AO―HARU―RIDE,Ao Haru Ride,Manga,13,53,Finished,"Jan  13, 2011 to Feb  13, 2015",RomanceRomance,SchoolSchool,ShoujoShoujo,Bessatsu Margaret,"Sakisaka, Io(Story & Art)","8.121(scored by101386101,386 users)1indicates aweighted score.",#58722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#46,"203,620","9,541"
Hikaru ga Chikyuu ni Ita Koro......,,ヒカルが地球にいたころ......,When Hikaru was on the earth,Light Novel,10,93,Finished,"May  30, 2011 to Apr  28, 2014","MysteryMystery,RomanceRomance,SupernaturalSupernatural",SchoolSchool,,None,"Nomura, Mizuki(Story),Takeoka, Miho(Art)","8.111(scored by13031,303 users)1indicates aweighted score.",#58822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#4185,"5,895",133
Ore Monogatari!!,Oremonogatari,俺物語!!,My Love Story!!,Manga,14,55,Finished,"Dec  13, 2011 to Jul  13, 2016","Award WinningAward Winning,ComedyComedy,RomanceRomance",,ShoujoShoujo,Bessatsu Margaret,"Kawahara, Kazune(Story),Aruko(Art)","8.111(scored by1315013,150 users)1indicates aweighted score.",#58922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#530,"37,654",643
Girls & Panzer: Ribbon no Musha,Girls und Panzer: Ribbon Warrior,ガールズ&パンツァー リボンの武者,,Manga,16,64,Finished,"Sep  5, 2014 to Mar  5, 2021",ComedyComedy,"MilitaryMilitary,SchoolSchool",SeinenSeinen,Comic Flapper,"Nogami, Takeshi(Art),Suzuki, Takaaki(Story)","8.111(scored by14591,459 users)1indicates aweighted score.",#59022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5504,"4,372",209
Kesa mo Yuraretemasu ​,,今朝も揺られてます,They Are Still Being Shaken This Morning,Manga,Unknown,Unknown,Publishing,"Feb  9, 2024 to ?","ComedyComedy,RomanceRomance",,ShounenShounen,Bessatsu Shounen Champion,"Masuda, Eiji(Story & Art)","8.111(scored by34743,474 users)1indicates aweighted score.",#59122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1617,"14,487",187
Hikaru no Go,,ヒカルの碁,Hikaru no Go,Manga,23,198,Finished,"Dec  8, 1998 to Jul  14, 2003","Award WinningAward Winning,ComedyComedy,DramaDrama,SupernaturalSupernatural",Strategy GameStrategy Game,ShounenShounen,Shounen Jump (Weekly),"Obata, Takeshi(Art),Hotta, Yumi(Story)","8.111(scored by2388123,881 users)1indicates aweighted score.",#59222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#386,"49,770","2,085"
Chrno Crusade,"Chrno Crusade: Mary Magdalene, Chrono Crusade",クロノクルセイド,Chrno Crusade,Manga,8,59,Finished,"Dec  9, 1998 to May  8, 2004","ActionAction,AdventureAdventure,DramaDrama,FantasyFantasy,RomanceRomance,Sci-FiSci-Fi,SupernaturalSupernatural",,ShounenShounen,Comic Dragon,"Moriyama, Daisuke(Story & Art)","8.111(scored by1374613,746 users)1indicates aweighted score.",#59322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#682,"30,372","1,223"
City Hunter,Nicky Larson,シティーハンター,City Hunter,Manga,35,193,Finished,"Feb  26, 1985 to Nov  19, 1991","AdventureAdventure,ComedyComedy",DetectiveDetective,ShounenShounen,Shounen Jump (Weekly),"Hojo, Tsukasa(Story & Art)","8.111(scored by48254,825 users)1indicates aweighted score.",#59422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1201,"18,408",501
Rosario to Vampire: Season II,Rosario and Vampire: Season 2,ロザリオとバンパイア SeasonⅡ,Rosario+Vampire: Season II,Manga,14,67,Finished,"Nov  4, 2007 to Apr  19, 2014","ActionAction,ComedyComedy,FantasyFantasy,RomanceRomance,SupernaturalSupernatural,EcchiEcchi","HaremHarem,SchoolSchool,VampireVampire",ShounenShounen,Jump SQ.,"Ikeda, Akihisa(Story & Art)","8.111(scored by3673036,730 users)1indicates aweighted score.",#59522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#251,"70,731","3,585"
Hanma Baki,Grappler Baki - Son of Ogre,範馬刃牙,,Manga,37,312,Finished,"Dec  1, 2005 to Aug  16, 2012","ActionAction,AdventureAdventure","GoreGore,Martial ArtsMartial Arts",,Shounen Champion (Weekly),"Itagaki, Keisuke(Story & Art)","8.111(scored by1455214,552 users)1indicates aweighted score.",#59622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#764,"27,561","1,046"
Baby Steps,,ベイビーステップ,Baby Steps,Manga,47,462,Finished,"Oct  17, 2007 to Nov  1, 2017","Award WinningAward Winning,SportsSports",SchoolSchool,ShounenShounen,Shounen Magazine (Weekly),"Katsuki, Hikaru(Story & Art)","8.111(scored by1144511,445 users)1indicates aweighted score.",#59722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#756,"27,750",896
Getter Robo Go,"Getter Robo Gou, Venger Robo",ゲッターロボ號,,Manga,7,28,Finished,"Feb  11, 1991 to Jan  27, 1992","ActionAction,Sci-FiSci-Fi",MechaMecha,ShounenShounen,None,"Ishikawa, Ken(Story & Art)","8.111(scored by19131,913 users)1indicates aweighted score.",#59822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5026,"4,832",228
Sakamoto Days,,SAKAMOTO DAYS,Sakamoto Days,Manga,Unknown,Unknown,Publishing,"Nov  21, 2020 to ?","ActionAction,ComedyComedy",,ShounenShounen,Shounen Jump (Weekly),"Suzuki, Yuuto(Story & Art)","8.111(scored by4996649,966 users)1indicates aweighted score.",#59922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#86,"152,133","4,947"
Kimetsu no Yaiba,Blade of Demon Destruction,鬼滅の刃,Demon Slayer: Kimetsu no Yaiba,Manga,23,207,Finished,"Feb  15, 2016 to May  18, 2020","ActionAction,FantasyFantasy",HistoricalHistorical,ShounenShounen,Shounen Jump (Weekly),"Gotouge, Koyoharu(Story & Art)","8.111(scored by313179313,179 users)1indicates aweighted score.",#60022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#10,"492,079","28,734"
Hitori Koukan Nikki,"Exchange Diaries by Myself, Chika-chan no Yuuutsu",一人交換日記,My Solo Exchange Diary,Manga,2,27,Finished,"May  23, 2016 to Nov  13, 2017",Slice of LifeSlice of Life,MemoirMemoir,,pixiv Comic,"Nagata, Kabi(Story & Art)","8.111(scored by68416,841 users)1indicates aweighted score.",#60122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1070,"20,413",309
Gachiakuta,,ガチアクタ,Gachiakuta,Manga,Unknown,Unknown,Publishing,"Feb  16, 2022 to ?","ActionAction,FantasyFantasy",,ShounenShounen,Shounen Magazine (Weekly),"Urana, Kei(Story & Art)","8.111(scored by2449624,496 users)1indicates aweighted score.",#60222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#181,"93,646","2,971"
The Spark in Your Eyes,"Jeomuneun Hae, Sirin Nun, The Setting Sun, Stinging Eyes, Blinded by the Setting Sun","저무는 해, 시린 눈",The Spark in Your Eyes,Manhwa,Unknown,231,Finished,"Jun  12, 2020 to Dec  26, 2025","DramaDrama,FantasyFantasy,RomanceRomance",,,Naver Webtoon,Muro(Story & Art),"8.111(scored by19571,957 users)1indicates aweighted score.",#60322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3609,"6,833",154
Telework Yotabanashi,,テレワァク与太話,Home Office Romance,Manga,1,20,Finished,"Aug  2, 2020 to Apr  13, 2023",RomanceRomance,Adult CastAdult Cast,SeinenSeinen,Morning,"Yamada, Kintetsu(Story & Art)","8.111(scored by1107111,071 users)1indicates aweighted score.",#60422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#959,"22,322",330
The Crown Princess Scandal,Concubine Scandal,후궁 스캔들,The Crown Princess Scandal,Manhwa,Unknown,89,Finished,"Oct  29, 2021 to Dec  16, 2023","FantasyFantasy,RomanceRomance",,,Naver Webtoon,"Jeonghyeon(Story),Kitrow(Art)",8.111(scored by965965 users)1indicates aweighted score.,#60522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#8998,"2,447",51
Goukon ni Ittara Onna ga Inakatta Hanashi,The Story of How I Went to a Mixer and There Were No Women There,合コンに行ったら女がいなかった話,How I Attended an All-Guy's Mixer,Manga,Unknown,Unknown,Publishing,"Feb  12, 2021 to ?","ComedyComedy,RomanceRomance","Adult CastAdult Cast,CrossdressingCrossdressing",,None,"Aokawa, Nana(Story & Art)","8.101(scored by20532,053 users)1indicates aweighted score.",#60622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3046,"8,125",164
Muse on Fame,Muse on Yumyeong,뮤즈 온 유명,Muse on Fame,Manhwa,Unknown,96,Finished,"Oct  19, 2022 to Aug  7, 2024",DramaDrama,"Adult CastAdult Cast,ShowbizShowbiz",,Naver Webtoon,Sujin(Story & Art),"8.101(scored by12161,216 users)1indicates aweighted score.",#60722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#6948,"3,357",82
Nick to Lever,"Nick & Lever, Nick and Lever",ニックとレバー,,Manga,3,134,Finished,"Oct  12, 2020 to Sep  12, 2023",ComedyComedy,Gag HumorGag Humor,SeinenSeinen,Comic Beam,"Miyata, Kyougorou(Story & Art)","8.101(scored by13391,339 users)1indicates aweighted score.",#60822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5898,"4,063",105
Gabai: Saga no Gabai Baachan,Gabai: Granny from Saga,がばい -佐賀のがばいばあちゃん-,,Manga,11,91,Finished,2005 to Apr  2010,"ComedyComedy,Slice of LifeSlice of Life",HistoricalHistorical,SeinenSeinen,Business Jump,"Shimada, Yoshichi(Story),Ishikawa, Saburou(Art)",8.101(scored by618618 users)1indicates aweighted score.,#60922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#7824,"2,915",49
Kocchi Muite! Miiko,"A Call from that Day, Ano Hi kara no Denwa, Hai, Miiko!, Kocchimuite! Miiko, Kotchimuite! Miiko, Look over here! Miiko",こっちむいて!みい子,,Manga,Unknown,Unknown,Publishing,1995 to ?,"Award WinningAward Winning,ComedyComedy,Slice of LifeSlice of Life",,ShoujoShoujo,Ciao,"Ono, Eriko(Story & Art)",8.101(scored by749749 users)1indicates aweighted score.,#61022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#12063,"1,687",103
Touhou Ibara Kasen: Wild and Horned Hermit.,Touhou Ibarakasen,東方茨歌仙 ～Wild and Horned Hermit.,,Manga,10,51,Finished,"Jul  24, 2010 to Jun  14, 2019","FantasyFantasy,Slice of LifeSlice of Life",,,Febri,"ZUN(Story),Azuma, Aya(Art)","8.101(scored by30113,011 users)1indicates aweighted score.",#61122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2602,"9,339",335
Magi: Sinbad no Bouken,,マギ シンドバッドの冒険,Magi: The Adventures of Sinbad,Manga,19,184,Finished,"May  8, 2013 to Apr  25, 2018","ActionAction,AdventureAdventure,FantasyFantasy",,ShounenShounen,MangaONE,"Ohtaka, Shinobu(Story),Ohtera, Yoshifumi(Art)","8.101(scored by1429314,293 users)1indicates aweighted score.",#61222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#527,"37,907",887
Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari,,劇場版 魔法少女まどか★マギカ [新編] 叛逆の物語,Puella Magi Madoka★Magica: The Movie - Rebellion,Manga,3,9,Finished,"Nov  12, 2013 to Jan  10, 2014","DramaDrama,FantasyFantasy","Mahou ShoujoMahou Shoujo,PsychologicalPsychological",,None,"Magica Quartet(Story),Hanokage(Art)","8.101(scored by33813,381 users)1indicates aweighted score.",#61322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2808,"8,769",197
Katekyou Hitman Reborn!,"Kateikyoushi Hitman Reborn!, Home Tutor Hitman Reborn!, Minna no Sasai na Nichijou, Kaibutsu-Zukai Tsuna!",家庭教師〈かてきょー〉ヒットマンREBORN!,Reborn!,Manga,42,411,Finished,"May  24, 2004 to Nov  12, 2012","ActionAction,ComedyComedy","Organized CrimeOrganized Crime,SchoolSchool,Super PowerSuper Power",ShounenShounen,Shounen Jump (Weekly),"Amano, Akira(Story & Art)","8.101(scored by6954369,543 users)1indicates aweighted score.",#61422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#109,"129,465","9,740"
